filename,<SEC-DOCUMENT>,<SEC-HEADER>,ACCESSION NUMBER:,PUBLIC DOCUMENT COUNT:,CONFORMED PERIOD OF REPORT:,FILED AS OF DATE:,COMPANY CONFORMED NAME:,CENTRAL INDEX KEY:,STANDARD INDUSTRIAL CLASSIFICATION:,IRS NUMBER:,STATE OF INCORPORATION:,FISCAL YEAR END:,SEC FILE NUMBER:,FILM NUMBER:,CITY:,STATE:,Total assets,Total shareholders' equity,Total stockholders' equity,Total liabilities,Provision for income taxes,Long-term debt    ,Operating income,Gross profit,Net income,<TOTAL-COSTS>,<TOTAL-REVENUES>,<RECEIVABLES>,<INTEREST-EXPENSE>,<CURRENT-ASSETS>,<CURRENT-LIABILITIES>,<DEPRECIATION>,Cash
776338204-10-K-19960401.txt,19960402,19960402,0000914317-96-000062,8,19951231,19960401,RONSON CORP,0000084919,MISCELLANEOUS CHEMICAL PRODUCTS [2890],220743290,NJ,1231,001-01031,96542663,SOMERSET,NJ,,,,,,,,,,,,,,,,,64        $   186
778296103-10-K-19960429.txt,19960430,19960430,0000745732-96-000004,4,19960203,19960429,ROSS STORES INC,0000745732,RETAIL-FAMILY CLOTHING STORES [5651],941390387,DE,0131,000-14678,96552288,NEWARK,CA,,,,,,"9,806 ",,,,"1,354,276","1,426,397","9,901","2,737","342,766","221,216","140,174","23,426           $23,581"
778303206-10-K-19960927.txt,19960930,19960930,0000912057-96-021440,7,19960630,19960927,ROSS SYSTEMS INC/CA,0000873594,SERVICES-PREPACKAGED SOFTWARE [7372],942170198,CA,0630,000-19092,96636360,REDWOOD,CA,,"18,792       8,922",,"39,257 ",,,,,,"47,304","68,337","29,064","1,308","30,686","39,221","12,880","1,862  $    3,628"
778901108-10-K-19961029.txt,19961030,19961030,0000931763-96-000810,6,19960731,19961029,ROTECH MEDICAL CORP,0000771142,SERVICES-HOME HEALTH CARE SERVICES [8082],592115892,FL,0731,000-14003,96649645,ORLANDO,FL,"374,614,318   $175,425,335",,,,,,,,"20,555,775   $13,144,766  $ 8,112,220","102,765,192             198,369,890","134,111,458             263,029,963","50,194,981             100,464,610","835,462               5,228,318","60,451,462             112,468,404","18,864,844              76,461,115","22,163,180              46,676,907","6,438,760   $    577,283"
778903104-10-K-19960918.txt,19960919,19960919,0000950150-96-001012,5,19960630,19960918,ROTONICS MANUFACTURING INC/DE,0000801873,"PLASTICS PRODUCTS, NEC [3089]",362467474,DE,0630,001-09429,96631926,GARDENA,CA,,,,,,,,,,,,,,,,,"11,600                      $    96,700"
780287108-10-K-19960930.txt,19961001,19961001,0000085535-96-000007,6,19960630,19960930,ROYAL GOLD INC /DE/,0000085535,GOLD & SILVER ORES [1040],840835164,DE,0630,000-05664,96636539,DENVER,CO,,,,,,,,,,,,,,,,,"250,000"
780909503-10-K-19960327.txt,19960328,19960328,0000950170-96-000086,9,19951231,19960327,ROYCE LABORATORIES INC /FL/,0000789462,PHARMACEUTICAL PREPARATIONS [2834],592202295,FL,1231,000-15178,96539309,MIAMI,FL,,,"8,673     6,355","3,420 ", ,90 ,,"3,360                    1,653                     502",,"5,846,000","10,503,000","3,466,000","36,000","10,284,000","3,239,000",0,"2,291   $ 3,323"
782233100-10-K-19960401.txt,19960402,19960402,0000950123-96-001521,6,19951231,19960401,RUSS BERRIE & CO INC,0000739878,DOLLS & STUFFED TOYS [3942],221815337,NJ,1231,001-08681,96543183,OAKLAND,NJ,"265,163     $254,826","222,996      218,388",,,"9,033 ",,,"173,865   134,238    153,188","16,540  $  5,327   $ 13,182","174,609","384,474","73,005",0,"200,629","42,167","28,633","36,836     $ 42,758"
783483100-10-K-19960425.txt,19960426,19960426,0000793280-96-000026,13,19951231,19960425,RYAN BECK & CO INC,0000793280,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES [6200]",221773796,NJ,1231,000-14684,96550758,WEST ORANGE,NJ,"38,126  $20,396$19,442 $32,209 $19,767",,"12,086   12,481 12,194  11,529  11,622","26,040 ","2,866 ",,,,"1,788  $ 4,766$ 4,154 $ 3,573 $   521",0,24988,1321,473,1094,26040,2527,
783771306-10-K-19960212.txt,19960213,19960213,0000912057-96-002154,7,19951028,19960212,RYMER FOODS INC,0000056871,POULTRY SLAUGHTERING AND PROCESSING [2015],361343930,DE,1027,001-06071,96515898,CHICAGO,IL,"13,454         12,501",,"8,330)             22,464",,75 ,,"26,308)         4,683        (20,698)","3,872         14,300         12,488","30,802)     $   6,478      $ (11,441)","9,128","79,920","5,031","3,786","20,094","13,957","6,008","1,841"
78387P103-10-K-19960927.txt,19960930,19960930,0000912057-96-021376,13,19960630,19960927,SBS TECHNOLOGIES INC,0000880208,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL [3823]",850359415,NM,0630,001-10981,96635893,ALBUQUERQUE,NM,"20,443,672          19,904,922",,"10,050,920           5,049,248","10,392,752 ",,"84,433 ",,"16,821,687       9,461,088        5,314,717","3,580,907      (1,290,359)       1,726,305","24,533,798","31,331,793","6,421,224","839,028","13,437,411","5,204,432","1,041,719","79,969     $   25,507"
784117103-10-K-19960329.txt,19960401,19960401,0000950109-96-001878,9,19951231,19960329,SEI CORP,0000350894,INVESTMENT ADVICE [6282],231707341,PA,1231,000-10200,96541816,WAYNE,PA,,"56,002           51,309",,,,,,,"19,184           $19,250           $16,139","174,258","225,964","23,642",764),"54,075","44,886","61,513)","10,256           $20,232"
784652109-10-K-19961224.txt,19961225,19961225,0000950149-96-002070,5,19960928,19961224,SSE TELECOM INC,0000808220,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT [3663],521466297,DE,0930,000-16473,96685456,VIENNA,VA,"55,263    $     37,823",,"31,288          19,557","55,263 ",88 ,,"1,886)         1,830           2,900",,"131         $1,099          $2,170","48,106","46,220","11,461",479,"27,620","10,894","6,835","1,241    $      3,548"
784847105-10-K-19961230.txt,19961231,19961231,0000950159-96-000252,10,19960930,19961230,STV GROUP INC,0000095045,SERVICES-ENGINEERING SERVICES [8711],231698231,PA,0930,000-03415,96687638,POTTSTOWN,PA,"39,995,000     $41,626,000",,"10,342,000       9,872,000","29,653,000 ",,"1,000,000 ",,,"595,000      $    394,000      $    563,000","69,970,000","94,073,000","20,504,000","1,501,000","36,579,000","27,858,000","10,987,000","28,000     $   668,000"
78486Q101-10-K-19960311.txt,19960312,19960312,0000912057-96-004310,7,19951231,19960311,SILICON VALLEY BANCSHARES,0000719739,STATE COMMERCIAL BANKS [6022],942856336,CA,1231,000-15637,96533478,SANTA CLARA,CA,,"104,974         77,257",,,,,,,,,,,"27,295",,,,
78503N107-10-K-19960924.txt,19960925,19960925,0000950131-96-004687,3,19960628,19960924,SOUTHWEST SECURITIES GROUP INC,0000878520,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES [6211]",752040825,DE,0628,000-19483,96633629,DALLAS,TX,,,,,,,,,,,,,,,,,
786474106-10-K-19960715.txt,19960716,19960716,0000950136-96-000589,9,19960331,19960715,SAFETY COMPONENTS INTERNATIONAL INC,0000918964,MOTOR VEHICLE PARTS & ACCESSORIES [3714],330596831,DE,0331,000-23938,96594962,COSTA MESA,CA,"49,831    $ 28,311",,"35,344      15,971","14,487 ",,,"7,604          3,176           (439)          (394)","13,034          7,226          3,549            144","4,914    $     2,133    $      (384)   $      (250)","87,338","94,942","16,614",381,"34,887","9,820","2,172","12,033    $  3,846"
786650101-10-K-19960930.txt,19961001,19961001,0000891554-96-000637,7,19960630,19960930,SAGE LABORATORIES INC,0000086166,"ELECTRONIC COMPONENTS, NEC [3679]",042179082,MA,0630,000-03287,96637266,NATICK,MA,,,,,,,,,,,,,,,,,"5,878,691      $ 5,261,978"
794690206-10-K-19961129.txt,19961203,19961203,0000950148-96-002817,4,19960831,19961129,SALICK HEALTH CARE INC,0000762131,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC [8093]",953843861,DE,0831,000-13879,96674583,LOS ANGLES,CA,,,"136,503,000    129,428,000","97,533,000 ",,"5,426,000) ","11,520,000        17,442,000         16,679,000",,"7,606,000      $    923,000       $ 10,380,000","148,907","163,439","54,106","1,960","99,277","86,441","41,711","36,000      $    642,000"
794721100-10-K-19960319.txt,19960320,19960320,0000740763-96-000002,2,19951229,19960319,GILBERT ASSOCIATES INC/NEW,0000740763,SERVICES-ENGINEERING SERVICES [8711],232280922,DE,1228,000-12588,96536082,READING,PA,"145,344,000              $147,085,000",,,,,"162,000) ",,"16,143,000         8,728,000         8,528,000       10,168,000","16,950,000   $(11,620,000)  $  6,452,000","147,132,000","193,495,000","26,722,000","210,000","65,786,000","30,977,000","33,855,000",
79587E104-10-K-19960228.txt,19960229,19960229,0000912057-96-003193,5,19951130,19960228,BINKS MANUFACTURING CO,0000012180,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT [3560],360808480,DE,1130,001-01416,96526810,FRANKLIN PARK,IL,,,,,,,,,,,,,,,,,"8,526,579     $8,563,975"
800013104-10-K-19960122.txt,19960123,19960123,0000812128-96-000005,4,19951031,19960122,SANDERSON FARMS INC,0000812128,POULTRY SLAUGHTERING AND PROCESSING [2015],640615843,MS,1031,000-16567,96505869,LAUREL,MS,,,,,,,,,,,,,,,,,"447     $  4,125"
80218K105-10-K-19960229.txt,19960301,19960301,0000890566-96-000120,9,19951231,19960229,SANTA FE ENERGY RESOURCES INC,0000086772,CRUDE PETROLEUM & NATURAL GAS [1311],362722169,DE,1231,001-07667,96528583,HOUSTON,TX,,,,,,,,18.4       29.4       26.9        6.1      80.8,26.6       17.1      (77.1),"388,100","442,000","91,000","26,700","159,300","109,600","1,482,400",42.6  $      53.7
803893106-10-K-19961230.txt,19961231,19961231,0000927016-96-002078,6,19960930,19961230,SATCON TECHNOLOGY CORP,0000889423,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH [8731],042857552,DE,0930,001-11512,96687881,CAMBRIDGE,MA,"17,182,455       $19,792,966",,"16,099,168        18,752,715","17,182,455 ",s ,,"3,473,155)    (2,467,776)     1,618,911",,"2,864,836)    (1,210,045)     1,224,892","3,940,674","9,384,588","2,881,790",0,"12,094,457","1,083,287",0,"3,770,925       $ 2,187,987"
804120103-10-K-19960404.txt,19960405,19960405,0000950146-96-000508,7,19960105,19960404,HYDE ATHLETIC INDUSTRIES INC,0000049401,RUBBER & PLASTICS FOOTWEAR [3021],041465840,MA,1231,000-05083,96544568,PEABODY,MA,,,,,,,,,,,,,,,,,"1,314,537      $    1,629,409"
804795102-10-K-19961230.txt,19961231,19961231,0000950144-96-009379,9,19960929,19961230,SAVANNAH FOODS & INDUSTRIES INC,0000086941,SUGAR & CONFECTIONERY PRODUCTS [2060],581089367,DE,1003,001-11420,96687480,SAVANNAH,GA,,,,,,,,,,,,,,,,,"15,300    $     11,574"
80517Q100-10-K-19960401.txt,19960402,19960402,0000950110-96-000327,7,19951231,19960401,BIO TECHNOLOGY GENERAL CORP,0000722104,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS [2833],133033811,DE,1231,000-15313,96542818,ISELIN,NJ,"32,340           $ 31,737",,"23,182             25,689","32,340 ",,,,,"22,825)         $(7,419)           $4,779","24,385","27,960","6,347",159,"20,587","5,387",0,
80533W107-10-K-19960401.txt,19960402,19960402,0000950008-96-000070,9,19951231,19960401,WESTERN MICRO TECHNOLOGY INC,0000715842,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC [5065]",942414428,CA,1231,000-11560,96542744,CAMPBELL,CA,"35,899  $ 37,898","11,004    14,424",,"35,899 ",,,,"13,046     16,623    17,041","15,200,000 with net income of","13,703","106,462","14,638",850,"31,760","24,448","3,204",546  $    138
805844107-10-K-19960401.txt,19960402,19960402,0000766004-96-000004,3,19951231,19960401,SBARRO INC,0000766004,RETAIL-EATING PLACES [5812],112501939,NY,1231,001-08881,96542335,COMMACK,NY,,,,,,,,"64,252    52,171    57,536    68,812","21,279      $33,026    $29,358","179,113","319,155","2,604",0,"100,622","42,977","108,541","93,501         $42,362"
80589M102-10-K-19960327.txt,19960329,19960329,0000754737-96-000006,3,19951231,19960327,SCANA CORP,0000754737,4931,570784499,SC,1231,001-08809,96538967,COLUMBIA,SC,"4,534,426",,,,,,"287,514     259,553    245,311",,"168,339     115,452    165,240",,,,,,,,"8)                         16,082        12,938"
806373106-10-K-19960328.txt,19960329,19960329,0000950137-96-000380,11,19951231,19960328,SCHAWK INC,0000719164,SERVICE INDUSTRIES FOR THE PRINTING TRADE [2790],660323724,DE,1231,001-09335,96540076,HEBRON,IL,"77,723,000 as of December 30, 1994 and total revenues of",,,"184,463 ",by ,"69,907 ","13,637       24,273      19,965",,,"122,390","172,290","30,849","6,279","53,555","26,680","57,126","1,917    $  2,288"
806530101-10-K-19960701.txt,19960702,19960702,0000912057-96-013500,4,19960331,19960701,SCHERER HEALTHCARE INC,0000703598,HAZARDOUS WASTE MANAGEMENT [4955],590688813,DE,0331,000-10552,96588988,ATLANTA,GA,"34,443,000   $41,528,000",,"16,174,000    14,486,000","34,443,000 ",,"14,000 ","393,000     (5,628,000)   (3,071,000)",,"1,748,000   $(10,171,000)  $(3,963,000)","41,464","41,857","6,728","1,128","14,374","10,501","5,146)","1,987,000   $   711,000"
807066105-10-K-19960823.txt,19960918,19960918,0000950117-96-000985,6,19960531,19960823,SCHOLASTIC CORP,0000866729,2731,133385513,DE,0531,000-19860,96620068,NEW YORK,NY,,,"288,647     250,213",,"14,768 ",,"57,835       67,650       55,564",,"31,897     $ 38,578     $ 24,794","833,406","928,599","129,680","11,170","350,480","173,398","32,018","4,300    $  3,708"
808195101-10-K-19960930.txt,19961001,19961001,0000912057-96-021456,2,19960629,19960930,SCHULT HOMES CORP,0000803349,MOBILE HOMES [2451],351608892,IN,0630,001-10532,96636518,MIDDLEBURY,,"89,733,000  $75,333,000","38,109,000   31,972,000",,"51,624,000 ",,,"11,439,000      7,706,000     10,251,000","64,771,000     53,947,000     50,284,000","6,772,000   $  4,375,000   $  6,046,000","53,332","316,267","18,338",153,"49,110","48,189",0,
80874P109-10-K-19960129.txt,19960131,19960131,0000950109-96-000435,11,19951031,19960129,AUTOTOTE CORP,0000750004,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS) [3578],810422894,DE,1031,000-13063,96508446,NEWARK,NJ,,,"11,857   55,721","229,164 ",,,"31,290) (13,934) 13,905","58,954   45,358  36,670",,"94,230","153,184","23,379","16,362","47,757","52,881","67,745","4,991    6,110"
809173206-10-K-19960430.txt,19960523,19960523,0000899243-96-000376,3,19960131,19960430,SCORE BOARD INC,0000813013,5190,222766077,NJ,0131,000-16913,96554173,CHERRY HILL,NJ,,,"6,193,000    11,905,000",,,"20,402,000 ",,"29,742,000     14,914,000     49,402,000","8,204,000) $(33,816,000) $  10,514,000",,,,,,,,"142,000   $   101,000"
810022202-10-K-19960229.txt,19960301,19960301,0000720032-96-000002,3,19951231,19960229,FIGGIE INTERNATIONAL INC /DE/,0000720032,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT [3560],521297376,DE,1231,001-08591,96529199,WILLOUGHBY,OH,,,,,,,,,,,,,,,,,"25,583 $  28,611"
812163301-10-K-19960729.txt,19960808,19960808,0000950109-96-004720,15,19960430,19960729,SEAMAN FURNITURE CO INC,0000770504,5712,112751205,DE,0430,000-21226,96600559,WOODBURY,NY,,,,,,,,,,,,,,,,,"3,436       $ 20,431"
813112307-10-K-19961227.txt,19961231,19961231,0000950009-96-000555,10,19960930,19961227,SECOM GENERAL CORP,0000790375,METALWORKING MACHINERY & EQUIPMENT [3540],870410875,DE,0930,000-14299,96686970,NOVI,MI,,,,,,,,,,,,,,,,,"319,600    $    13,700"
815780101-10-K-19961230.txt,19961231,19961231,0000931763-96-001106,8,19960930,19961230,SEER TECHNOLOGIES INC /DE,0000945127,SERVICES-COMPUTER PROGRAMMING SERVICES [7371],133556562,DE,0930,000-26194,96687729,CARY,NC,,,,,,,,,,,,,,,,,
816074405-10-K-19960401.txt,19960402,19960402,0000750813-96-000004,9,19951231,19960401,SEITEL INC,0000750813,OIL AND GAS FIELD EXPLORATION SERVICES [1382],760025431,DE,1231,001-10165,96542896,HOUSTON,TX,"209,567    $ 166,769",,"120,378       101,329","89,189 ","5,898 ",,"25,465      $    838          $  (4,840)        $ (2,360)      $ 19,103","9,338      10,808       8,289       7,456","8,679     $    9,315      $    5,717","13,071","74,439","42,931","3,407",0<F1>,0<F1>,"9,069",
816850101-10-K-19960425.txt,19960426,19960426,0000898430-96-001453,2,19960128,19960425,SEMTECH CORP,0000088941,SEMICONDUCTORS & RELATED DEVICES [3674],952119684,DE,0131,001-06395,96551000,NEWBURY PARK,CA,"32,685    $21,377","23,269     13,715",,,,404 ,"11,787      2,099        500","25,809     11,272      8,440","7,531    $ 1,502    $   198","35,875","61,684","7,987",99,"25,476","7,595",0,"6,034    $ 3,261"
816909105-10-K-19961227.txt,19961231,19961231,0000934550-96-000006,2,19960930,19961227,SEMITOOL INC,0000934550,"SPECIAL INDUSTRY MACHINERY, NEC [3559]",810384392,MT,0930,000-25424,96687184,KALISPELL,MT,,,,,,,,,,,,,,,,,"3,058          $ 11,939"
817265101-10-K-19960927.txt,19960930,19960930,0000950144-96-006655,14,19960630,19960927,SENSORMATIC ELECTRONICS CORP,0000088974,"COMMUNICATIONS EQUIPMENT, NEC [3669]",341024665,DE,0531,001-10739,96635945,DEERFIELD,FL,"1,630.3   $1,570.9",,831.7      952.7,798.6 ,62.2) ,491.7 ,,,72.1             -               -       72.1,473,995,515,39,634,259,86,
817565104-10-K-19960329.txt,19960401,19960401,0000950129-96-000511,12,19951231,19960329,SERVICE CORPORATION INTERNATIONAL,0000089089,SERVICES-PERSONAL SERVICES [7200],741488375,TX,1231,001-06402,96541758,HOUSTON,TX,,,"1,975,345     1,196,622",,"110,623) ",,,"465,221       341,195       263,320","183,588     $ 131,045     $ 101,061","1,186,905","1,652,126","834,708","131,888","629,529","584,002","275,042","29,735    $  218,341"
817826209-10-K-19960329.txt,19960401,19960401,0000092344-96-000004,9,19951231,19960329,SOUTHLAND CORP,0000092344,RETAIL-CONVENIENCE STORES [5412],751085131,TX,1231,000-16626,96541082,DALLAS,TX,30%) of Total Assets,"880,792)  (1,157,231)",,,,,2,"50% to 58% of the gross profit   of   the   store,","34,674)  $     (7,810)  $     (7,969)","4,762,707","6,816,789","112,082","85,582","356,107","720,127","1,130,851","43,047   $   59,288"
818905101-10-K-19960329.txt,19960401,19960401,0000903893-96-000128,4,19951231,19960329,SHARED TECHNOLOGIES INC,0000817632,SERVICES-TELEPHONE INTERCONNECT SYSTEMS [7385],870424558,DE,1231,000-17366,96541220,WETHERSFIELD,CT,,,,,,,,,,,,,,,,,"2,541,827  $       10,233"
820280105-10-K-19961127.txt,19961202,19961202,0000914024-96-000020,2,19960831,19961127,SHAW GROUP INC,0000914024,MISCELLANEOUS FABRICATED METAL PRODUCTS [3490],721106167,LA,0831,001-12227,96673021,BATON ROUGE,LA,,,,,,,,,,,,,,,,,"766,319     $  2,932,434"
822440103-10-K-19961122.txt,19961125,19961125,0000089615-96-000017,8,19960830,19961122,SHELDAHL INC,0000089615,PRINTED CIRCUIT BOARDS [3672],410758073,MN,0831,001-11861,96671035,NORTHFIELD,MN,,,,,,,,,,,,,,,,,"904	$ 1,045"
825039100-10-K-19960129.txt,19960131,19960131,0000927570-96-000011,12,19951029,19960129,SHONEYS INC,0000089902,RETAIL-EATING PLACES [5812],620799798,TN,1027,001-10208,96508310,NASHVILLE,TN,,"108,306,635)     (136,764,241)",,,,"393,517,286 ",,,"24,871,705   $   66,024,784  $   58,009,978","1,034,257,051","1,053,332,420","14,658,330","39,815,887","99,224,070","172,719,718","291,057,795","7,513,588      $   4,229,784"
825087109-10-K-19960401.txt,19960402,19960402,0000928790-96-000074,2,19951231,19960401,SHOPCO LAUREL CENTRE L P,0000810781,OPERATORS OF NONRESIDENTIAL BUILDINGS [6512],133392074,DE,1231,001-09419,96542577,NEW YORK,NY,,,,,,,,,,,,,,,,,
825390107-10-K-19960319.txt,19960320,19960320,0000906477-96-000010,11,19951231,19960319,SHOWBOAT INC,0000089966,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990],880090766,NV,1231,001-07123,96536256,LAS VEGAS,NV,"71,281     $64,867","173,941     157,461",,,,22 ,,,"13,175      $15,699      $7,341",210339,428592,11129,29692,134731,53716,186872,"106,927     $90,429"
825397102-10-K-19960701.txt,19960702,19960702,0000950148-96-001347,11,19960331,19960701,SHOWSCAN ENTERTAINMENT INC,0000812882,PHOTOGRAPHIC EQUIPMENT & SUPPLIES [3861],953940004,DE,0331,001-09710,96589495,CULVER CITY,CA,"26,757     $21,972",,"14,040         13,991","12,717 ",4 ,,"519            268         (7,818)","9,066          6,853          1,248","101       $     79       $ (7,745)",8399,17465,3456,555,14173,6097,4942,"821,401      $   479,019"
826322109-10-K-19960401.txt,19960402,19960402,0000754009-96-000009,6,19951231,19960401,SIERRA HEALTH SERVICES INC,0000754009,HOSPITAL & MEDICAL SERVICE PLANS [6324],880200415,NV,1231,001-08865,96542184,LAS VEGAS,NV,"306,987,000 as of December 31, 1994,",,"207,715,000          168,157,000","367,431,000 ","12,198,000 ",,"43,839,000          51,581,000          35,321,000",,"21,304,000        $ 34,443,000        $ 27,295,000","411,556,000      350,500,000  295,602,000       194,416,000       95,450,000","467,009,000      402,081,000  335,631,000       220,015,000      108,272,000","26,723,000       26,260,000   27,634,000        23,663,000       25,937,000","6,208,000        6,288,000    4,652,000         3,215,000        1,537,000","175,417,000      219,010,000  204,838,000       202,181,000      220,637,000","157,260,000      147,673,000  160,835,000       143,776,000      137,793,000","31,549,000       24,639,000   30,570,000        28,766,000       26,681,000",
826527103-10-K-19960327.txt,19960328,19960328,0000790555-96-000004,26,19951231,19960327,SIERRA TAHOE BANCORP,0000790555,STATE COMMERCIAL BANKS [6022],680091859,CA,1231,001-11611,96539298,TRUCKEE,CA,174.1 million at December,"29,833               28,163",,"256,930 ","1,179 ",,"7,969       9,177     10,214      9,406       8,069",,,,,,"8,491",,,,
826619405-10-K-19960329.txt,19960401,19960401,0000105107-96-000007,18,19951231,19960329,SIGNAL APPAREL COMPANY INC,0000105107,KNIT OUTERWEAR MILLS [2253],620641635,IN,1231,001-02782,96540784,CHATTAANOOGA,TN,,,,,,,,,,,,,,,,,"1,495     $    303"
82667N101-10-K-19961227.txt,19961231,19961231,0000950152-96-006926,8,19960929,19961227,HEALTH O METER INC,0000925252,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT [3590],363330781,DE,1002,033-80000-01,96687054,BEDFORD HIGHTS,OH,"273,490          275,135",,"49,007           46,017","224,483 ",,"6,000 ","26,636           22,373           (8,284)","30,544      17,737      19,011      22,979","2,959              712           (8,045)","256,341","282,977","60,552","19,134","109,007","48,393","22,728",736              835
828730200-10-K-19960328.txt,19960329,19960329,0000090498-96-000016,2,19951231,19960328,SIMMONS FIRST NATIONAL CORP,0000090498,NATIONAL COMMERCIAL BANKS [6021],710407808,AR,1231,000-06253,96539647,PINE BLUFF,AR,"839,884    $ 713,262",,"96,797       83,700","743,087 ","4,198 ",,"1,400      1,896         433",,"10,019   $  9,860    $  9,396",,,,"24,465",,,,
828813105-10-K-19961106.txt,19961107,19961107,0001000577-96-000003,3,19960930,19961106,SIMON TRANSPORTATION SERVICES INC,0001000577,TRUCKING (NO LOCAL) [4213],870545608,NV,0930,000-27208,96654763,SALT LAKE CITY,UT,,,,,,,,,,,,,,,,,"5,571,431     $    350,380"
82980K107-10-K-19960829.txt,19960830,19960830,0000912057-96-019158,3,19960531,19960829,SITEL CORP,0000943820,"SERVICES-BUSINESS SERVICES, NEC [7389]",470684333,MN,0531,000-26152,96622888,OMAHA,NE,"45,967,824  $ 116,496,327",,"24,842,616    104,733,518","45,967,824 ",,,"2,793          2,871          3,592          4,314",,"1,906         $1,954         $2,463         $3,044",,,,,,,,"1,191,577  $   4,713,994"
830506101-10-K-19960401.txt,19960402,19960402,0000950152-96-001318,11,19951231,19960401,CENTER BANKS INC,0000829282,STATE COMMERCIAL BANKS [6022],161368745,DE,1231,000-18513,96542981,SKANEATELES,NY,"210,647          201,841         174,558         169,142         182,773",,"14,939               13,791","192,227 ",,,"587              509             907             610           2,203",,"1,052              983             803             348          (3,252)",,,,"8,608",,,,
830830105-10-K-19960801.txt,19960802,19960802,0000090896-96-000015,2,19960531,19960801,SKYLINE CORP,0000090896,MOBILE HOMES [2451],351038277,IN,0531,001-04714,96602247,ELKHART,IN,,,,,,,,,,,,,,,,,
83087Q104-10-K-19960401.txt,19960402,19960402,0000950109-96-001915,16,19951231,19960401,MOBILE TELECOMMUNICATION TECHNOLOGIES CORP,0000842915,RADIO TELEPHONE COMMUNICATIONS [4812],640518209,DE,1231,000-17316,96543331,JACKSON,MS,"132,491     194,434    406,052    715,471     851,414",,,,,"49,820 ","7,530)      3,938       13,547      (24,579)   (58,422)",,"9,912)    $(2,798)     $16,963    $(19,846)  $ (52,027)","304,412,734","245,990,993","51,909,422","11,754,931","65,114,176","94,560,061","77,211,919","145,620,779       $   9,612,734"
83088M102-10-K-19960701.txt,19960702,19960702,0000927016-96-000491,6,19960331,19960701,ALPHA INDUSTRIES INC,0000004127,SEMICONDUCTORS & RELATED DEVICES [3674],042302115,DE,0331,001-05560,96588932,WOBURN,MA,,,,,,,,,,,,,,,,,"5)...................................  $11,326      $ 3,510"
831865100-10-K-19960326.txt,19960327,19960327,0000897069-96-000065,5,19951231,19960326,SMITH A O CORP,0000091142,MOTOR VEHICLE PARTS & ACCESSORIES [3714],390619790,DE,1231,001-00475,96538759,MILWAUKEE,WI,,,,,,,,,,,,,,,,,"5,694      $   8,485"
832248108-10-K-19960718.txt,19960719,19960719,0000916641-96-000588,19,19960428,19960718,SMITHFIELD FOODS INC,0000091388,MEAT PACKING PLANTS [2011],520845861,DE,0427,000-02258,96596270,SMITHFIELD,VA,,,"242,517      184,015",,,"3,304 ",,"180,267           145,932          115,605",11     --  Computation of Net Income Per Common Share.,"2,203,626","2,383,893","146,040","20,942","420,407","332,381","163,866","28,529    $  14,790"
832388102-10-K-19960329.txt,19960402,19960402,0000850309-96-000005,5,19951230,19960329,SMITHS FOOD & DRUG CENTERS INC,0000850309,RETAIL-GROCERY STORES [5411],870258768,DE,1229,001-10252,96542053,SALT LAKE CITY,UT,,,,,,,,,,,,,,,,,"16,079  $   14,188"
832727101-10-K-19960308.txt,19960311,19960311,0000919226-96-000001,12,19951231,19960308,JEFFERSON SMURFIT CORP /DE/,0000919226,PAPERBOARD MILLS [2631],431531401,DE,1231,000-23876,96532522,ST LOUIS,MO,,,,,,81 ,,187           228          245           211,243           $    (43)         $   (229),3222000,4093000,348000,234000,644000,597000,753000,27             $    62
833482102-10-K-19960326.txt,19960327,19960327,0000860713-96-000001,15,19951231,19960326,SNYDER OIL CORP,0000860713,CRUDE PETROLEUM & NATURAL GAS [1311],752306158,DE,1231,001-10509,96538302,FORT WORTH,TX,"555,493             $786,445",,,,,,,,"19,545   $  12,372   $ (39,831)","203,330","202,160","29,259","27,001","68,291","62,449","252,485","21,733      $ 27,263"
834021107-10-K-19960829.txt,19961001,19961001,0000910647-96-000145,5,19960531,19960829,SOFTECH INC,0000354260,7373,042453033,MA,0531,000-10665,96623713,WALTHAM,MA,,,,,,,,,,,,,,,,,"3,017       $  2,373"
834092108-10-K-19960617.txt,19960618,19960618,0000895345-96-000087,7,19960331,19960617,SOLA INTERNATIONAL INC,0000912088,OPHTHALMIC GOODS [3851],943189941,DE,0331,001-13606,96581969,MENLO PARK,CA,,,,,,,,,,,,,,,,,"22,394    $  16,148"
